date,ticker,text,sentiment_score,sentiment_type
2020-01-12,AAPL,AAPL announces increased dividend and share buyback program,0.9506539937577041,positive
2020-01-12,GOOGL,GOOGL announces increased dividend and share buyback program,0.49059996249569393,positive
2020-01-13,AAPL,AAPL files standard regulatory documents,0.15298807797725422,neutral
2020-01-13,GOOGL,GOOGL announces layoffs amid restructuring efforts,-0.485254653499133,negative
2020-01-13,MSFT,MSFT expands operations with new strategic partnership,0.5381513669187342,positive
2020-01-13,MSFT,"MSFT reports strong quarterly earnings, beating analyst expectations",0.3233985731652551,positive
2020-01-14,AAPL,AAPL CEO optimistic about future growth prospects,0.9456154428385093,positive
2020-01-14,MSFT,MSFT receives regulatory approval for new product launch,0.9498350404039353,positive
2020-01-15,AAPL,AAPL maintains steady performance in Q2,0.12405603629818451,neutral
2020-01-15,AAPL,AAPL expands operations with new strategic partnership,0.7058839667967632,positive
2020-01-15,GOOGL,GOOGL faces regulatory scrutiny over compliance,-0.6113291287414088,negative
2020-01-16,AAPL,AAPL faces regulatory scrutiny over environmental impact,-0.9225231319498237,negative
2020-01-16,GOOGL,GOOGL receives regulatory approval for new product launch,0.5740759697211404,positive
2020-01-16,GOOGL,GOOGL announces routine board meeting,-0.08698365453502258,neutral
2020-01-16,GOOGL,GOOGL announces minor organizational changes,-0.012008626136882222,neutral
2020-01-16,MSFT,MSFT releases sustainability report,0.12132182940721342,neutral
2020-01-17,AAPL,AAPL loses major client contract,-0.9613250561471482,negative
2020-01-17,AAPL,AAPL faces supply chain disruptions,-0.7069974264083609,negative
2020-01-17,GOOGL,GOOGL CEO optimistic about future growth prospects,0.41516776067496863,positive
2020-01-17,GOOGL,GOOGL announces increased dividend and share buyback program,0.3861364865132274,positive
2020-01-17,GOOGL,GOOGL receives regulatory approval for new product launch,0.3748938828222363,positive
2020-01-17,MSFT,MSFT stock falls on analyst downgrade,-0.37237645564102906,negative
2020-01-17,MSFT,MSFT stock surges on positive analyst upgrade,0.47744562728003326,positive
2020-01-18,GOOGL,GOOGL announces minor organizational changes,-0.019344401792464827,neutral
2020-01-18,GOOGL,"GOOGL reports strong quarterly earnings, beating analyst expectations",0.5746674706529049,positive
2020-01-19,AAPL,AAPL faces supply chain disruptions,-0.9340951344691568,negative
2020-01-19,GOOGL,GOOGL files standard regulatory documents,-0.014124212621934001,neutral
2020-01-19,MSFT,MSFT CEO optimistic about future growth prospects,0.7520314245566229,positive
2020-01-19,MSFT,MSFT reports disappointing quarterly results,-0.6996940999281849,negative
2020-01-20,AAPL,AAPL announces breakthrough innovation in energy,0.3064406283377656,positive
2020-01-20,GOOGL,GOOGL announces layoffs amid restructuring efforts,-0.5504888110490732,negative
2020-01-21,AAPL,AAPL announces layoffs amid restructuring efforts,-0.45699139276933365,negative
2020-01-21,AAPL,AAPL stock surges on positive analyst upgrade,0.3656753106768102,positive
2020-01-21,AAPL,AAPL stock falls on analyst downgrade,-0.4470331361044487,negative
2020-01-21,GOOGL,GOOGL files standard regulatory documents,0.1206570359325469,neutral
2020-01-21,MSFT,MSFT stock falls on analyst downgrade,-0.7039142811833908,negative
2020-01-21,MSFT,MSFT provides business update to investors,-0.18234177516501782,neutral
2020-01-21,MSFT,MSFT announces increased dividend and share buyback program,0.576342721740178,positive
2020-01-22,AAPL,AAPL faces regulatory scrutiny over environmental impact,-0.4713599111012081,negative
2020-01-22,GOOGL,GOOGL announces increased dividend and share buyback program,0.7984503945735513,positive
2020-01-23,AAPL,AAPL faces regulatory scrutiny over data privacy,-0.3664675531928317,negative
2020-01-23,GOOGL,GOOGL announces increased dividend and share buyback program,0.37919515637181656,positive
2020-01-24,AAPL,AAPL faces regulatory scrutiny over data privacy,-0.44667423676508794,negative
2020-01-24,MSFT,MSFT provides business update to investors,-0.16840776025350734,neutral
2020-01-24,MSFT,MSFT provides business update to investors,0.13262957036418105,neutral
2020-01-24,MSFT,MSFT releases sustainability report,-0.09550194701856705,neutral
2020-01-25,MSFT,MSFT receives regulatory approval for new product launch,0.41314638564921424,positive
2020-01-25,MSFT,MSFT maintains steady performance in Q2,0.16869066778066455,neutral
2020-01-25,MSFT,MSFT CEO optimistic about future growth prospects,0.44023787476750964,positive
2020-01-26,AAPL,AAPL faces supply chain disruptions,-0.8487667626684887,negative
2020-01-26,GOOGL,GOOGL faces supply chain disruptions,-0.49180824626988323,negative
2020-01-26,MSFT,MSFT announces breakthrough innovation in healthcare,0.3731362217277706,positive
2020-01-26,MSFT,MSFT announces breakthrough innovation in energy,0.3713667847061942,positive
2020-01-27,GOOGL,GOOGL participates in industry conference,0.1372147787710813,neutral
2020-01-27,MSFT,MSFT reports disappointing quarterly results,-0.8060603970726128,negative
2020-01-27,MSFT,MSFT participates in industry conference,0.035662550957515304,neutral
2020-01-28,AAPL,AAPL announces increased dividend and share buyback program,0.8642677235725231,positive
2020-01-29,AAPL,AAPL announces increased dividend and share buyback program,0.8683227504978217,positive
2020-01-29,GOOGL,GOOGL announces increased dividend and share buyback program,0.37158499669798123,positive
2020-01-29,MSFT,MSFT files standard regulatory documents,-0.02438340447154083,neutral
2020-01-30,AAPL,AAPL expands operations with new strategic partnership,0.7499415631328048,positive
2020-01-30,AAPL,AAPL expands operations with new strategic partnership,0.9640578566320934,positive
2020-01-30,AAPL,AAPL announces breakthrough innovation in technology,0.6367879842717918,positive
2020-01-31,GOOGL,"GOOGL reports strong quarterly earnings, beating analyst expectations",0.4749712868676469,positive
2020-01-31,MSFT,MSFT announces routine board meeting,-0.15779454143951957,neutral
2020-01-31,MSFT,MSFT provides business update to investors,0.14015076771988227,neutral
2020-01-31,MSFT,MSFT expands operations with new strategic partnership,0.710104135369545,positive
2020-02-01,AAPL,AAPL CEO optimistic about future growth prospects,0.3794235341946018,positive
2020-02-01,GOOGL,GOOGL provides business update to investors,0.18492029964489592,neutral
2020-02-01,GOOGL,GOOGL releases sustainability report,0.07390926331167941,neutral
2020-02-01,MSFT,MSFT announces increased dividend and share buyback program,0.5189325091952711,positive
2020-02-01,MSFT,MSFT reports disappointing quarterly results,-0.9925384464877367,negative
2020-02-02,AAPL,AAPL receives regulatory approval for new product launch,0.48361345196910765,positive
2020-02-02,MSFT,MSFT faces supply chain disruptions,-0.517403910885551,negative
2020-02-02,MSFT,MSFT reports disappointing quarterly results,-0.9127598843290632,negative
2020-02-02,MSFT,MSFT CEO steps down amid controversy,-0.6857989353363136,negative
2020-02-03,GOOGL,GOOGL stock surges on positive analyst upgrade,0.7705404644955784,positive
2020-02-03,MSFT,MSFT participates in industry conference,-0.14952196358950537,neutral
2020-02-03,MSFT,MSFT announces increased dividend and share buyback program,0.8053838732589715,positive
2020-02-04,MSFT,MSFT expands operations with new strategic partnership,0.7556064766778985,positive
2020-02-05,GOOGL,GOOGL stock surges on positive analyst upgrade,0.3938837358968531,positive
2020-02-07,AAPL,AAPL expands operations with new strategic partnership,0.5553726674154997,positive
2020-02-07,AAPL,AAPL reports disappointing quarterly results,-0.44509776578481486,negative
2020-02-07,GOOGL,GOOGL CEO steps down amid controversy,-0.3019895075647807,negative
2020-02-07,GOOGL,GOOGL receives regulatory approval for new product launch,0.8397268591713982,positive
2020-02-09,AAPL,AAPL faces regulatory scrutiny over compliance,-0.5568987030877546,negative
2020-02-10,AAPL,AAPL stock surges on positive analyst upgrade,0.5393059212336453,positive
2020-02-10,AAPL,AAPL stock surges on positive analyst upgrade,0.833021183405311,positive
2020-02-10,MSFT,MSFT CEO steps down amid controversy,-0.6099354698033261,negative
2020-02-11,AAPL,AAPL announces routine board meeting,0.06415473528035542,neutral
2020-02-11,AAPL,AAPL receives regulatory approval for new product launch,0.5519398253507544,positive
2020-02-11,GOOGL,GOOGL faces regulatory scrutiny over compliance,-0.9972621090851586,negative
2020-02-11,GOOGL,GOOGL faces supply chain disruptions,-0.3599196869759378,negative
2020-02-11,GOOGL,GOOGL expands operations with new strategic partnership,0.5239157036674343,positive
2020-02-11,GOOGL,"GOOGL reports strong quarterly earnings, beating analyst expectations",0.7872219848923796,positive
2020-02-12,AAPL,AAPL files standard regulatory documents,-0.18654011064038936,neutral
2020-02-13,AAPL,AAPL stock falls on analyst downgrade,-0.38929770595499896,negative
2020-02-13,AAPL,AAPL announces increased dividend and share buyback program,0.6130123531714644,positive
2020-02-14,AAPL,"AAPL reports strong quarterly earnings, beating analyst expectations",0.31419622042620654,positive
2020-02-14,AAPL,AAPL provides business update to investors,-0.15012102115055873,neutral
2020-02-14,AAPL,AAPL stock surges on positive analyst upgrade,0.830811832047363,positive
2020-02-14,GOOGL,GOOGL announces breakthrough innovation in energy,0.962049252368669,positive
2020-02-14,MSFT,MSFT CEO optimistic about future growth prospects,0.5387660216111811,positive
2020-02-14,MSFT,MSFT stock surges on positive analyst upgrade,0.7707656829666976,positive
2020-02-14,MSFT,MSFT provides business update to investors,0.09774728172159625,neutral
2020-02-15,AAPL,AAPL stock falls on analyst downgrade,-0.5347367668437472,negative
2020-02-15,GOOGL,GOOGL faces supply chain disruptions,-0.9158673050037796,negative
2020-02-15,GOOGL,GOOGL receives regulatory approval for new product launch,0.8810228785396523,positive
2020-02-15,MSFT,"MSFT reports strong quarterly earnings, beating analyst expectations",0.671601324001933,positive
2020-02-15,MSFT,MSFT maintains steady performance in Q4,-0.055291997690808004,neutral
2020-02-16,AAPL,AAPL announces minor organizational changes,-0.0204673227277406,neutral
2020-02-16,GOOGL,GOOGL files standard regulatory documents,-0.012472416793903485,neutral
2020-02-17,AAPL,AAPL faces supply chain disruptions,-0.7109929611089406,negative
2020-02-17,GOOGL,GOOGL expands operations with new strategic partnership,0.36313699014017103,positive
2020-02-17,GOOGL,GOOGL participates in industry conference,-0.12975994411659303,neutral
2020-02-18,GOOGL,GOOGL announces increased dividend and share buyback program,0.7083330369919623,positive
2020-02-18,MSFT,MSFT expands operations with new strategic partnership,0.5659719665818268,positive
2020-02-18,MSFT,MSFT files standard regulatory documents,-0.019126824255956854,neutral
2020-02-19,AAPL,"AAPL reports strong quarterly earnings, beating analyst expectations",0.40490395922058614,positive
2020-02-19,GOOGL,GOOGL files standard regulatory documents,0.07918871636944547,neutral
2020-02-19,GOOGL,GOOGL announces increased dividend and share buyback program,0.7989276283338089,positive
2020-02-19,MSFT,MSFT loses major client contract,-0.7484971573090551,negative
2020-02-19,MSFT,MSFT faces regulatory scrutiny over environmental impact,-0.4820439236295334,negative
2020-02-20,AAPL,AAPL provides business update to investors,0.15858914290371817,neutral
2020-02-20,AAPL,AAPL faces regulatory scrutiny over environmental impact,-0.9383107393915051,negative
2020-02-20,GOOGL,GOOGL releases sustainability report,0.16059434044029963,neutral
2020-02-20,MSFT,MSFT announces increased dividend and share buyback program,0.506451795062705,positive
2020-02-20,MSFT,MSFT expands operations with new strategic partnership,0.4197717348893813,positive
2020-02-21,GOOGL,"GOOGL reports strong quarterly earnings, beating analyst expectations",0.5936595965362619,positive
2020-02-21,GOOGL,GOOGL provides business update to investors,0.10561472926698873,neutral
2020-02-21,GOOGL,GOOGL expands operations with new strategic partnership,0.8594666659424206,positive
2020-02-21,MSFT,MSFT participates in industry conference,-0.029381720555969604,neutral
2020-02-22,GOOGL,GOOGL announces breakthrough innovation in finance,0.765584124679531,positive
2020-02-23,AAPL,AAPL announces breakthrough innovation in healthcare,0.6164619572372807,positive
2020-02-23,AAPL,AAPL receives regulatory approval for new product launch,0.9691431599734308,positive
2020-02-24,AAPL,AAPL announces breakthrough innovation in technology,0.3157530292000805,positive
2020-02-24,AAPL,AAPL receives regulatory approval for new product launch,0.7446098922047545,positive
2020-02-24,GOOGL,GOOGL expands operations with new strategic partnership,0.3953753955643845,positive
2020-02-24,MSFT,MSFT provides business update to investors,-0.06586839701642583,neutral
2020-02-24,MSFT,MSFT releases sustainability report,-0.16172395357679956,neutral
2020-02-24,MSFT,MSFT faces supply chain disruptions,-0.41693896862814994,negative
2020-02-25,GOOGL,GOOGL releases sustainability report,0.07353721225814458,neutral
2020-02-25,GOOGL,GOOGL reports disappointing quarterly results,-0.6414759861673167,negative
2020-02-25,GOOGL,"GOOGL reports strong quarterly earnings, beating analyst expectations",0.5714350299708248,positive
2020-02-26,AAPL,AAPL expands operations with new strategic partnership,0.5411541253758443,positive
2020-02-27,MSFT,MSFT maintains steady performance in Q4,0.005230887347219937,neutral
2020-02-28,GOOGL,GOOGL files standard regulatory documents,0.1710068062831298,neutral
2020-02-28,MSFT,MSFT loses major client contract,-0.8269662961577069,negative
2020-02-29,AAPL,"AAPL reports strong quarterly earnings, beating analyst expectations",0.40837102841021466,positive
2020-02-29,GOOGL,GOOGL CEO optimistic about future growth prospects,0.9708293805369708,positive
2020-02-29,GOOGL,GOOGL faces supply chain disruptions,-0.9972089483675737,negative
2020-02-29,MSFT,MSFT stock surges on positive analyst upgrade,0.6270689410861859,positive
2020-02-29,MSFT,MSFT receives regulatory approval for new product launch,0.5024352063761088,positive
2020-02-29,MSFT,MSFT files standard regulatory documents,0.04260489012928756,neutral
2020-02-29,MSFT,MSFT faces supply chain disruptions,-0.6826379521602723,negative
2020-03-01,AAPL,AAPL expands operations with new strategic partnership,0.5854174513341164,positive
2020-03-01,GOOGL,GOOGL reports disappointing quarterly results,-0.6085360610055789,negative
2020-03-02,GOOGL,GOOGL expands operations with new strategic partnership,0.9517843163603454,positive
2020-03-02,GOOGL,GOOGL announces increased dividend and share buyback program,0.4765561939614331,positive
2020-03-03,AAPL,AAPL announces increased dividend and share buyback program,0.4005813376289489,positive
2020-03-03,GOOGL,GOOGL files standard regulatory documents,-0.12952223753430098,neutral
2020-03-03,MSFT,MSFT receives regulatory approval for new product launch,0.7243415775272324,positive
2020-03-04,AAPL,AAPL announces breakthrough innovation in healthcare,0.30414684581780166,positive
2020-03-04,GOOGL,GOOGL announces layoffs amid restructuring efforts,-0.5448951652635984,negative
2020-03-04,MSFT,MSFT announces layoffs amid restructuring efforts,-0.5026485055838037,negative
2020-03-04,MSFT,MSFT files standard regulatory documents,0.13809022326429593,neutral
2020-03-04,MSFT,"MSFT reports strong quarterly earnings, beating analyst expectations",0.8765614756887816,positive
2020-03-04,MSFT,MSFT announces minor organizational changes,0.14629089484271746,neutral
2020-03-05,AAPL,AAPL stock falls on analyst downgrade,-0.4232625015606977,negative
2020-03-05,GOOGL,GOOGL participates in industry conference,-0.020801818132452743,neutral
2020-03-05,MSFT,MSFT CEO steps down amid controversy,-0.4632761838864744,negative
2020-03-06,AAPL,AAPL stock surges on positive analyst upgrade,0.9520954860055428,positive
2020-03-07,GOOGL,"GOOGL reports strong quarterly earnings, beating analyst expectations",0.5923473041080919,positive
2020-03-07,GOOGL,GOOGL expands operations with new strategic partnership,0.4150748790298899,positive
2020-03-08,AAPL,AAPL announces increased dividend and share buyback program,0.6433125219446828,positive
2020-03-08,GOOGL,GOOGL CEO optimistic about future growth prospects,0.8410117554672971,positive
2020-03-08,MSFT,MSFT receives regulatory approval for new product launch,0.6965105795606386,positive
2020-03-10,AAPL,AAPL expands operations with new strategic partnership,0.5824840345695819,positive
2020-03-10,AAPL,AAPL reports disappointing quarterly results,-0.6336343194173782,negative
2020-03-11,AAPL,"AAPL reports strong quarterly earnings, beating analyst expectations",0.32835642105892526,positive
2020-03-11,AAPL,AAPL loses major client contract,-0.8920214148280341,negative
2020-03-11,GOOGL,GOOGL stock falls on analyst downgrade,-0.46576904921763845,negative
2020-03-11,GOOGL,GOOGL receives regulatory approval for new product launch,0.5740179895561297,positive
2020-03-12,AAPL,AAPL releases sustainability report,-0.1832478424644898,neutral
2020-03-12,GOOGL,GOOGL reports disappointing quarterly results,-0.6918773522179529,negative
2020-03-13,AAPL,AAPL receives regulatory approval for new product launch,0.6679055618435692,positive
2020-03-13,AAPL,AAPL announces layoffs amid restructuring efforts,-0.6085356733727583,negative
2020-03-13,AAPL,AAPL faces regulatory scrutiny over environmental impact,-0.6179594766648084,negative
2020-03-13,GOOGL,GOOGL loses major client contract,-0.4405801251224446,negative
2020-03-13,GOOGL,GOOGL stock surges on positive analyst upgrade,0.8014481380118608,positive
2020-03-14,AAPL,AAPL announces breakthrough innovation in consumer goods,0.9404509556404979,positive
2020-03-14,GOOGL,GOOGL CEO optimistic about future growth prospects,0.7886818468584664,positive
2020-03-14,GOOGL,GOOGL announces breakthrough innovation in energy,0.42225504581875767,positive
2020-03-14,GOOGL,"GOOGL reports strong quarterly earnings, beating analyst expectations",0.3363174543157945,positive
2020-03-14,GOOGL,GOOGL maintains steady performance in Q4,-0.13674937214677269,neutral
2020-03-15,AAPL,AAPL CEO optimistic about future growth prospects,0.9904898129380222,positive
2020-03-15,AAPL,AAPL CEO optimistic about future growth prospects,0.4509478339080944,positive
2020-03-15,GOOGL,GOOGL loses major client contract,-0.8874346400100768,negative
2020-03-15,GOOGL,"GOOGL reports strong quarterly earnings, beating analyst expectations",0.3041497507358147,positive
2020-03-15,MSFT,MSFT announces increased dividend and share buyback program,0.4442339921490229,positive
2020-03-15,MSFT,MSFT receives regulatory approval for new product launch,0.7806105514801029,positive
2020-03-16,AAPL,AAPL announces minor organizational changes,0.1240501710875428,neutral
2020-03-16,GOOGL,GOOGL CEO steps down amid controversy,-0.8768661433390619,negative
2020-03-16,GOOGL,GOOGL expands operations with new strategic partnership,0.3186217945175947,positive
2020-03-17,AAPL,AAPL stock falls on analyst downgrade,-0.30815142965216735,negative
2020-03-17,GOOGL,GOOGL loses major client contract,-0.381511866859298,negative
2020-03-17,GOOGL,GOOGL receives regulatory approval for new product launch,0.6007219204139826,positive
2020-03-17,MSFT,"MSFT reports strong quarterly earnings, beating analyst expectations",0.7540865297731247,positive
2020-03-17,MSFT,MSFT expands operations with new strategic partnership,0.7913630400838647,positive
2020-03-18,AAPL,AAPL receives regulatory approval for new product launch,0.6911106104671773,positive
2020-03-18,AAPL,AAPL faces supply chain disruptions,-0.8535411446124237,negative
2020-03-19,GOOGL,GOOGL faces regulatory scrutiny over data privacy,-0.7047608503186595,negative
2020-03-19,GOOGL,GOOGL announces minor organizational changes,-0.016686713445490747,neutral
2020-03-20,MSFT,MSFT stock falls on analyst downgrade,-0.8563584283745436,negative
2020-03-21,GOOGL,GOOGL CEO steps down amid controversy,-0.55765994636635,negative
2020-03-22,GOOGL,GOOGL reports disappointing quarterly results,-0.37521725150932056,negative
2020-03-22,MSFT,MSFT reports disappointing quarterly results,-0.479782102196941,negative
2020-03-22,MSFT,MSFT faces supply chain disruptions,-0.6999240108031719,negative
2020-03-23,AAPL,AAPL CEO optimistic about future growth prospects,0.5205057926328418,positive
2020-03-23,GOOGL,GOOGL loses major client contract,-0.8968663071712044,negative
2020-03-23,GOOGL,GOOGL CEO optimistic about future growth prospects,0.47737867529156086,positive
2020-03-24,AAPL,AAPL stock falls on analyst downgrade,-0.662005253598714,negative
2020-03-24,GOOGL,GOOGL receives regulatory approval for new product launch,0.531555093999359,positive
2020-03-24,GOOGL,GOOGL maintains steady performance in Q4,-0.040383819180678376,neutral
2020-03-25,AAPL,AAPL announces breakthrough innovation in consumer goods,0.7915150300538187,positive
2020-03-26,AAPL,AAPL announces layoffs amid restructuring efforts,-0.41066463609799414,negative
2020-03-26,MSFT,MSFT announces layoffs amid restructuring efforts,-0.9603088780719566,negative
2020-03-26,MSFT,"MSFT reports strong quarterly earnings, beating analyst expectations",0.7367222602140793,positive
2020-03-27,AAPL,AAPL faces supply chain disruptions,-0.9726329078902716,negative
2020-03-27,AAPL,AAPL reports disappointing quarterly results,-0.7968632992906604,negative
2020-03-27,AAPL,AAPL announces layoffs amid restructuring efforts,-0.6645709103008575,negative
2020-03-27,GOOGL,GOOGL files standard regulatory documents,0.046941700395226826,neutral
2020-03-27,GOOGL,GOOGL reports disappointing quarterly results,-0.6580272780298322,negative
2020-03-27,MSFT,MSFT provides business update to investors,0.017387947992545255,neutral
2020-03-28,AAPL,AAPL loses major client contract,-0.723465009203393,negative
2020-03-28,AAPL,AAPL CEO steps down amid controversy,-0.7465513427057657,negative
2020-03-28,MSFT,MSFT faces regulatory scrutiny over market practices,-0.3924467675383285,negative
2020-03-29,AAPL,AAPL receives regulatory approval for new product launch,0.720951725094848,positive
2020-03-29,GOOGL,GOOGL loses major client contract,-0.41711096599520503,negative
2020-03-29,GOOGL,GOOGL announces minor organizational changes,0.19671155133387724,neutral
2020-03-29,MSFT,MSFT participates in industry conference,-0.00760790158146879,neutral
2020-03-29,MSFT,MSFT stock falls on analyst downgrade,-0.6539100818290783,negative
2020-03-29,MSFT,MSFT CEO steps down amid controversy,-0.9126468631136178,negative
2020-03-30,GOOGL,GOOGL announces breakthrough innovation in consumer goods,0.9593940128187102,positive
2020-03-30,GOOGL,GOOGL stock falls on analyst downgrade,-0.53059166016211,negative
2020-03-30,MSFT,MSFT stock surges on positive analyst upgrade,0.574768338892479,positive
2020-03-31,AAPL,AAPL participates in industry conference,-0.0975646295046305,neutral
2020-03-31,AAPL,AAPL expands operations with new strategic partnership,0.45646947561105794,positive
2020-04-01,GOOGL,GOOGL receives regulatory approval for new product launch,0.8887314877587922,positive
2020-04-01,MSFT,"MSFT reports strong quarterly earnings, beating analyst expectations",0.8828263091268698,positive
2020-04-01,MSFT,MSFT expands operations with new strategic partnership,0.45141065820731335,positive
2020-04-02,GOOGL,GOOGL receives regulatory approval for new product launch,0.654851081254036,positive
2020-04-03,AAPL,AAPL announces routine board meeting,-0.08432869845742275,neutral
2020-04-03,AAPL,AAPL provides business update to investors,-0.16935569429555472,neutral
2020-04-03,GOOGL,GOOGL releases sustainability report,0.005352258512117569,neutral
2020-04-04,AAPL,AAPL announces layoffs amid restructuring efforts,-0.8566516105712678,negative
2020-04-04,AAPL,AAPL faces supply chain disruptions,-0.6113638465411472,negative
2020-04-04,AAPL,AAPL stock surges on positive analyst upgrade,0.9603996750856998,positive
2020-04-04,GOOGL,GOOGL receives regulatory approval for new product launch,0.42565018234604546,positive
2020-04-04,MSFT,MSFT receives regulatory approval for new product launch,0.544903185955735,positive
2020-04-05,AAPL,AAPL files standard regulatory documents,-0.05766163550201178,neutral
2020-04-05,AAPL,AAPL announces routine board meeting,0.19567422994591338,neutral
2020-04-05,GOOGL,GOOGL announces increased dividend and share buyback program,0.7869743642507372,positive
2020-04-05,GOOGL,GOOGL maintains steady performance in Q4,-0.0523775362632784,neutral
2020-04-05,MSFT,MSFT announces layoffs amid restructuring efforts,-0.7857164820958256,negative
2020-04-06,AAPL,AAPL participates in industry conference,0.1519408192154864,neutral
2020-04-06,GOOGL,GOOGL announces increased dividend and share buyback program,0.875547808715393,positive
2020-04-06,MSFT,MSFT maintains steady performance in Q2,-0.12455179238294756,neutral
2020-04-06,MSFT,MSFT participates in industry conference,-0.1722418740237832,neutral
2020-04-07,AAPL,AAPL announces increased dividend and share buyback program,0.3558994972075795,positive
2020-04-07,AAPL,AAPL stock surges on positive analyst upgrade,0.7577519520119842,positive
2020-04-07,AAPL,"AAPL reports strong quarterly earnings, beating analyst expectations",0.42478324704214143,positive
2020-04-07,GOOGL,GOOGL files standard regulatory documents,0.06592001754683396,neutral
2020-04-07,MSFT,MSFT announces minor organizational changes,-0.08545357284513658,neutral
2020-04-07,MSFT,MSFT announces increased dividend and share buyback program,0.31579878760140984,positive
2020-04-08,AAPL,"AAPL reports strong quarterly earnings, beating analyst expectations",0.5850216170192126,positive
2020-04-08,MSFT,MSFT faces regulatory scrutiny over compliance,-0.3415162263607677,negative
2020-04-09,AAPL,AAPL provides business update to investors,0.16974173847752017,neutral
2020-04-09,AAPL,AAPL CEO steps down amid controversy,-0.3212374727728228,negative
2020-04-09,GOOGL,GOOGL announces routine board meeting,0.1698650753166383,neutral
2020-04-10,MSFT,MSFT CEO optimistic about future growth prospects,0.5700687652315025,positive
2020-04-11,AAPL,AAPL CEO optimistic about future growth prospects,0.5230880800997781,positive
2020-04-11,MSFT,MSFT announces breakthrough innovation in consumer goods,0.5661364985826243,positive
2020-04-12,AAPL,AAPL announces layoffs amid restructuring efforts,-0.8149498620079556,negative
2020-04-12,MSFT,MSFT announces minor organizational changes,0.0900372495946169,neutral
2020-04-12,MSFT,MSFT releases sustainability report,0.19154240607129386,neutral
2020-04-13,AAPL,AAPL announces layoffs amid restructuring efforts,-0.7299286067891775,negative
2020-04-14,GOOGL,GOOGL announces layoffs amid restructuring efforts,-0.3303780250049926,negative
2020-04-14,MSFT,MSFT stock surges on positive analyst upgrade,0.9692137973405968,positive
2020-04-14,MSFT,MSFT CEO optimistic about future growth prospects,0.6897910891941937,positive
2020-04-15,AAPL,"AAPL reports strong quarterly earnings, beating analyst expectations",0.5017483779136742,positive
2020-04-15,GOOGL,"GOOGL reports strong quarterly earnings, beating analyst expectations",0.736640533455597,positive
2020-04-15,MSFT,MSFT expands operations with new strategic partnership,0.5256369206566605,positive
2020-04-16,AAPL,AAPL receives regulatory approval for new product launch,0.9235768920574392,positive
2020-04-16,MSFT,MSFT stock surges on positive analyst upgrade,0.59286833639929,positive
